,Unnamed: 0,Team,Player,Average Scored Points,Average Projected Points,Position,Length of Ownership,Residual,Weight of Ownership,Weighted Residual
270,270,Deshaunorable Discharge,J.D. McKissic,6.249999999999999,9.2875,RB,8,-3.0375000000000005,0.47058823529411764,-1.4294117647058826
271,271,Deshaunorable Discharge,Dolphins D/ST,12.666666666666666,5.866666666666666,D/ST,3,6.8,0.17647058823529413,1.2
272,272,Deshaunorable Discharge,Marvin Jones Jr.,3.9,10.51,WR,4,-6.609999999999999,0.23529411764705882,-1.5552941176470587
273,273,Deshaunorable Discharge,Irv Smith Jr.,0.0,9.02,TE,1,-9.02,0.058823529411764705,-0.5305882352941176
274,274,Deshaunorable Discharge,Tyler Allgeier,5.5,4.323333333333333,RB,3,1.1766666666666667,0.17647058823529413,0.20764705882352943
275,275,Deshaunorable Discharge,Marquez Valdes-Scantling,8.575,9.677499999999998,WR,8,-1.1024999999999991,0.47058823529411764,-0.5188235294117644
276,276,Deshaunorable Discharge,Melvin Gordon III,6.133333333333333,11.763333333333334,RB,3,-5.630000000000001,0.17647058823529413,-0.9935294117647061
277,277,Deshaunorable Discharge,Derek Carr,18.98,17.64,QB,1,1.34,0.058823529411764705,0.07882352941176471
278,278,Deshaunorable Discharge,Chase Edmonds,1.7333333333333332,7.419999999999999,RB,3,-5.686666666666666,0.17647058823529413,-1.0035294117647058
279,279,Deshaunorable Discharge,Broncos D/ST,-4.0,8.02,D/ST,1,-12.02,0.058823529411764705,-0.7070588235294117
280,280,Deshaunorable Discharge,Dawson Knox,12.585714285714287,8.311428571428573,TE,7,4.274285714285714,0.4117647058823529,1.7599999999999998
281,281,Deshaunorable Discharge,Steelers D/ST,5.0,6.074999999999999,D/ST,2,-1.0749999999999993,0.11764705882352941,-0.12647058823529403
282,282,Deshaunorable Discharge,Mecole Hardman,0.1714285714285714,1.6071428571428572,WR,7,-1.4357142857142855,0.4117647058823529,-0.5911764705882352
283,283,Deshaunorable Discharge,Curtis Samuel,9.186666666666667,9.097333333333337,WR,15,0.0893333333333323,0.8823529411764706,0.07882352941176378
284,284,Deshaunorable Discharge,Mack Hollins,7.25,10.455,WR,2,-3.205,0.11764705882352941,-0.3770588235294118
285,285,Deshaunorable Discharge,Samaje Perine,6.816666666666667,8.040000000000001,RB,6,-1.2233333333333336,0.35294117647058826,-0.43176470588235305
286,286,Deshaunorable Discharge,Jason Myers,10.666666666666666,7.828333333333333,K,6,2.838333333333333,0.35294117647058826,1.001764705882353
287,287,Deshaunorable Discharge,Commanders D/ST,5.666666666666667,5.366666666666666,D/ST,3,0.3000000000000007,0.17647058823529413,0.052941176470588366
288,288,Deshaunorable Discharge,Randall Cobb,0.0,0.0,WR,2,0.0,0.11764705882352941,0.0
289,289,Deshaunorable Discharge,Kyren Williams,4.075,6.1937500000000005,RB,8,-2.1187500000000004,0.47058823529411764,-0.9970588235294119
290,290,Deshaunorable Discharge,Cardinals D/ST,7.0,5.62,D/ST,2,1.38,0.11764705882352941,0.16235294117647056
291,291,Deshaunorable Discharge,Titans D/ST,6.0,5.13,D/ST,2,0.8700000000000001,0.11764705882352941,0.1023529411764706
292,292,Deshaunorable Discharge,Darius Slayton,8.8,10.342857142857143,WR,7,-1.5428571428571427,0.4117647058823529,-0.6352941176470587
293,293,Deshaunorable Discharge,Zonovan Knight,8.48,11.506,RB,5,-3.026,0.29411764705882354,-0.89
294,294,Deshaunorable Discharge,JaMycal Hasty,1.7,2.893333333333333,RB,3,-1.1933333333333331,0.17647058823529413,-0.21058823529411763
295,295,Deshaunorable Discharge,Juwan Johnson,6.55,7.675,TE,2,-1.125,0.11764705882352941,-0.1323529411764706
296,296,Deshaunorable Discharge,Hassan Haskins,7.3,9.92,RB,1,-2.62,0.058823529411764705,-0.15411764705882353
297,297,Deshaunorable Discharge,Chargers D/ST,10.0,6.1,D/ST,1,3.9,0.058823529411764705,0.22941176470588234
298,298,Devon Allen’s Hurdle crew,James Robinson,8.55,5.734999999999999,RB,4,2.8150000000000013,0.23529411764705882,0.6623529411764709
299,299,Devon Allen’s Hurdle crew,DJ Chark,7.599999999999999,6.756666666666667,WR,3,0.8433333333333319,0.17647058823529413,0.14882352941176447
300,300,Devon Allen’s Hurdle crew,Marquez Valdes-Scantling,6.833333333333333,9.83,WR,3,-2.996666666666667,0.17647058823529413,-0.5288235294117648
301,301,Devon Allen’s Hurdle crew,Evan Engram,9.95,8.17,TE,2,1.7799999999999994,0.11764705882352941,0.20941176470588227
302,302,Devon Allen’s Hurdle crew,Derrick Henry,14.352941176470583,15.604117647058825,RB,17,-1.2511764705882378,1.0,-1.2511764705882378
303,303,Devon Allen’s Hurdle crew,Deebo Samuel,12.223529411764703,14.46,WR,17,-2.236470588235294,1.0,-2.236470588235294
304,304,Devon Allen’s Hurdle crew,DJ Moore,10.141176470588237,11.86941176470588,WR,17,-1.7282352941176455,1.0,-1.7282352941176455
305,305,Devon Allen’s Hurdle crew,Josh Jacobs,16.158823529411766,14.240588235294116,RB,17,1.9182352941176504,1.0,1.9182352941176504
306,306,Devon Allen’s Hurdle crew,Jalen Hurts,25.32,23.074117647058824,QB,17,2.245882352941173,1.0,2.245882352941173
307,307,Devon Allen’s Hurdle crew,Chris Godwin,11.452941176470588,11.575294117647058,WR,17,-0.1223529411764694,1.0,-0.1223529411764694
308,308,Devon Allen’s Hurdle crew,T.J. Hockenson,10.423529411764706,10.033529411764707,TE,17,0.3899999999999988,1.0,0.3899999999999988
309,309,Devon Allen’s Hurdle crew,Melvin Gordon III,6.644444444444445,9.5,RB,9,-2.855555555555555,0.5294117647058824,-1.5117647058823527
310,310,Devon Allen’s Hurdle crew,Justin Tucker,7.647058823529412,7.268823529411764,K,17,0.3782352941176476,1.0,0.3782352941176476
311,311,Devon Allen’s Hurdle crew,Chris Olave,9.935294117647056,10.590000000000002,WR,17,-0.6547058823529444,1.0,-0.6547058823529444
312,312,Devon Allen’s Hurdle crew,Cowboys D/ST,10.0,6.051764705882353,D/ST,17,3.948235294117647,1.0,3.948235294117647
313,313,Devon Allen’s Hurdle crew,Derek Carr,12.63,13.993333333333332,QB,6,-1.3633333333333315,0.35294117647058826,-0.4811764705882347
314,314,Devon Allen’s Hurdle crew,Rex Burkhead,6.084615384615385,7.44923076923077,RB,13,-1.3646153846153846,0.7647058823529411,-1.0435294117647058
315,315,Devon Allen’s Hurdle crew,Noah Fant,7.274999999999999,7.317499999999999,TE,4,-0.0424999999999995,0.23529411764705882,-0.009999999999999882
316,316,Devon Allen’s Hurdle crew,Jalen Tolbert,0.0,4.59,WR,1,-4.59,0.058823529411764705,-0.26999999999999996
317,317,Devon Allen’s Hurdle crew,Jake Elliott,6.5,7.85,K,4,-1.3499999999999996,0.23529411764705882,-0.31764705882352934
318,318,Devon Allen’s Hurdle crew,Isaiah McKenzie,6.0,10.246666666666666,WR,3,-4.246666666666666,0.17647058823529413,-0.7494117647058823
319,319,Devon Allen’s Hurdle crew,Sterling Shepard,9.4,10.09,WR,2,-0.6899999999999995,0.11764705882352941,-0.08117647058823524
320,320,Devon Allen’s Hurdle crew,Marcus Mariota,15.995,15.7225,QB,8,0.2724999999999991,0.47058823529411764,0.12823529411764661
321,321,Devon Allen’s Hurdle crew,Browns D/ST,5.0,7.115,D/ST,2,-2.115,0.11764705882352941,-0.24882352941176472
322,322,Devon Allen’s Hurdle crew,Marlon Mack,0.0,2.2,RB,3,-2.2,0.17647058823529413,-0.3882352941176471
323,323,Devon Allen’s Hurdle crew,Mike Boone,11.5,7.92,RB,1,3.58,0.058823529411764705,0.21058823529411766
324,324,Devon Allen’s Hurdle crew,Corey Davis,5.05,7.4975,WR,4,-2.4475,0.23529411764705882,-0.5758823529411764
325,325,Devon Allen’s Hurdle crew,Will Dissly,3.745454545454545,5.779090909090908,TE,11,-2.0336363636363632,0.6470588235294118,-1.3158823529411763
326,326,Devon Allen’s Hurdle crew,Samaje Perine,1.8,6.63,RB,2,-4.83,0.11764705882352941,-0.5682352941176471
327,327,Devon Allen’s Hurdle crew,Marquise Goodwin,7.3,4.68,WR,2,2.62,0.11764705882352941,0.30823529411764705
328,328,Devon Allen’s Hurdle crew,Kenyan Drake,2.8285714285714283,1.56,RB,7,1.2685714285714282,0.4117647058823529,0.5223529411764705
329,329,Devon Allen’s Hurdle crew,Robbie Gould,10.0,7.739999999999999,K,3,2.2600000000000007,0.17647058823529413,0.39882352941176485
330,330,Devon Allen’s Hurdle crew,Saints D/ST,4.0,6.36,D/ST,1,-2.3600000000000003,0.058823529411764705,-0.13882352941176473
331,331,Devon Allen’s Hurdle crew,JaMycal Hasty,1.3,2.49,RB,1,-1.1900000000000002,0.058823529411764705,-0.07
332,332,Dessert Desperadoes,Mark Ingram II,6.1,11.14,RB,1,-5.040000000000001,0.058823529411764705,-0.29647058823529415
333,333,Dessert Desperadoes,Broncos D/ST,-1.0,7.51,D/ST,2,-8.51,0.11764705882352941,-1.0011764705882353
334,334,Dessert Desperadoes,Hayden Hurst,6.288888888888888,6.53888888888889,TE,9,-0.2500000000000018,0.5294117647058824,-0.13235294117647153
335,335,Dessert Desperadoes,Austin Ekeler,24.92941176470588,19.79764705882353,RB,17,5.13176470588235,1.0,5.13176470588235
336,336,Dessert Desperadoes,Ezekiel Elliott,13.24117647058823,11.458823529411768,RB,17,1.7823529411764645,1.0,1.7823529411764645
337,337,Dessert Desperadoes,Michael Pittman Jr.,10.63529411764706,12.55235294117647,WR,17,-1.917058823529409,1.0,-1.917058823529409
338,338,Dessert Desperadoes,Justin Herbert,17.32823529411765,19.38647058823529,QB,17,-2.058235294117644,1.0,-2.058235294117644
339,339,Dessert Desperadoes,Amon-Ra St. Brown,11.823529411764708,15.12235294117647,WR,17,-3.298823529411761,1.0,-3.298823529411761
340,340,Dessert Desperadoes,Bills D/ST,5.352941176470588,4.509411764705883,D/ST,17,0.8435294117647052,1.0,0.8435294117647052
341,341,Dessert Desperadoes,AJ Dillon,7.847058823529412,8.68764705882353,RB,17,-0.840588235294117,1.0,-0.840588235294117
342,342,Dessert Desperadoes,Christian Kirk,11.323529411764705,12.23235294117647,WR,17,-0.908823529411766,1.0,-0.908823529411766
343,343,Dessert Desperadoes,Pat Freiermuth,9.682352941176472,9.785882352941176,TE,17,-0.1035294117647041,1.0,-0.1035294117647041
344,344,Dessert Desperadoes,Jakobi Meyers,6.841176470588236,7.519411764705882,WR,17,-0.6782352941176466,1.0,-0.6782352941176466
345,345,Dessert Desperadoes,Kenny Golladay,0.0,5.95,WR,3,-5.95,0.17647058823529413,-1.05
346,346,Dessert Desperadoes,D'Onta Foreman,6.641176470588236,8.988235294117647,RB,17,-2.3470588235294114,1.0,-2.3470588235294114
347,347,Dessert Desperadoes,Rachaad White,8.874999999999998,7.599375,RB,16,1.275624999999998,0.9411764705882353,1.2005882352941157
348,348,Dessert Desperadoes,Jimmy Garoppolo,13.28,15.24,QB,1,-1.9600000000000009,0.058823529411764705,-0.11529411764705887
349,349,Dessert Desperadoes,Graham Gano,7.0,6.906666666666667,K,15,0.0933333333333328,0.8823529411764706,0.08235294117647012
350,350,Dessert Desperadoes,Marlon Mack,0.0,2.2,RB,3,-2.2,0.17647058823529413,-0.3882352941176471
351,351,Dessert Desperadoes,Geno Smith,15.537142857142856,15.833571428571428,QB,14,-0.2964285714285726,0.8235294117647058,-0.24411764705882447
352,352,Dessert Desperadoes,Bears D/ST,5.0,6.15,D/ST,1,-1.1500000000000004,0.058823529411764705,-0.06764705882352944
353,353,Dessert Desperadoes,Younghoe Koo,4.9,7.017,K,10,-2.117,0.5882352941176471,-1.2452941176470589
354,354,Dessert Desperadoes,Nick Folk,10.5,3.545,K,2,6.955,0.11764705882352941,0.8182352941176471
355,355,Dessert Desperadoes,Kadarius Toney,1.6,7.37,WR,2,-5.77,0.11764705882352941,-0.6788235294117646
356,356,Dessert Desperadoes,Saints D/ST,4.0,3.75,D/ST,1,0.25,0.058823529411764705,0.014705882352941176
357,357,Dessert Desperadoes,James Cook,3.8,6.74,RB,1,-2.9400000000000004,0.058823529411764705,-0.17294117647058826
358,358,Dessert Desperadoes,Michael Gallup,6.0,10.43,WR,2,-4.43,0.11764705882352941,-0.5211764705882352
359,359,Dessert Desperadoes,Chigoziem Okonkwo,5.8,6.826666666666667,TE,3,-1.0266666666666673,0.17647058823529413,-0.1811764705882354
360,360,Sunday Funday,Cooper Kupp,8.823529411764707,7.405882352941177,WR,17,1.4176470588235297,1.0,1.4176470588235297
361,361,Sunday Funday,CeeDee Lamb,15.105882352941174,13.738823529411764,WR,17,1.36705882352941,1.0,1.36705882352941
362,362,Sunday Funday,Javonte Williams,2.176470588235294,3.595294117647059,RB,17,-1.4188235294117653,1.0,-1.4188235294117653
363,363,Sunday Funday,Kyle Pitts,3.941176470588236,6.157647058823529,TE,17,-2.216470588235293,1.0,-2.216470588235293
364,364,Sunday Funday,Clyde Edwards-Helaire,5.141176470588237,5.438823529411765,RB,17,-0.2976470588235287,1.0,-0.2976470588235287
365,365,Sunday Funday,Tom Brady,12.868235294117648,14.934705882352938,QB,17,-2.0664705882352905,1.0,-2.0664705882352905
366,366,Sunday Funday,JuJu Smith-Schuster,11.652941176470588,11.075882352941177,WR,17,0.577058823529411,1.0,0.577058823529411
367,367,Sunday Funday,Hunter Renfrow,6.766666666666667,7.951111111111111,WR,9,-1.1844444444444449,0.5294117647058824,-0.627058823529412
368,368,Sunday Funday,Patriots D/ST,11.529411764705882,6.025882352941176,D/ST,17,5.503529411764706,1.0,5.503529411764706
369,369,Sunday Funday,Matt Gay,6.333333333333333,6.108333333333333,K,12,0.2249999999999996,0.7058823529411765,0.15882352941176442
370,370,Sunday Funday,Kenneth Walker III,12.164705882352942,9.418823529411766,RB,17,2.7458823529411767,1.0,2.7458823529411767
371,371,Sunday Funday,Russell Gage,11.33,8.742,WR,10,2.587999999999999,0.5882352941176471,1.5223529411764702
372,372,Sunday Funday,Mike Gesicki,3.647058823529412,5.213529411764705,TE,17,-1.5664705882352936,1.0,-1.5664705882352936
373,373,Sunday Funday,Jerick McKinnon,10.858823529411763,8.598235294117648,RB,17,2.260588235294117,1.0,2.260588235294117
374,374,Sunday Funday,Joshua Palmer,11.952941176470588,9.56470588235294,WR,17,2.3882352941176457,1.0,2.3882352941176457
375,375,Sunday Funday,Carson Wentz,16.296,17.459999999999997,QB,5,-1.163999999999998,0.29411764705882354,-0.34235294117646997
376,376,Sunday Funday,Tyler Conklin,6.18,8.242,TE,5,-2.062000000000001,0.29411764705882354,-0.6064705882352944
377,377,Sunday Funday,Matt Ryan,9.92,15.75,QB,1,-5.83,0.058823529411764705,-0.34294117647058825
378,378,Sunday Funday,Ka'imi Fairbairn,6.545454545454546,6.893636363636364,K,11,-0.3481818181818177,0.6470588235294118,-0.22529411764705853
379,379,Sunday Funday,Keaontay Ingram,0.56,3.55,RB,10,-2.99,0.5882352941176471,-1.758823529411765
380,380,Sunday Funday,Raiders D/ST,6.666666666666667,5.316666666666666,D/ST,3,1.3500000000000003,0.17647058823529413,0.23823529411764713
381,381,Sunday Funday,Colt McCoy,4.88,9.673333333333334,QB,3,-4.793333333333334,0.17647058823529413,-0.8458823529411766
382,382,JTT 4EVR,Jonathan Taylor,8.070588235294117,15.45058823529412,RB,17,-7.380000000000003,1.0,-7.380000000000003
383,383,JTT 4EVR,Tyreek Hill,22.323529411764707,20.185294117647057,WR,17,2.138235294117649,1.0,2.138235294117649
384,384,JTT 4EVR,Mike Evans,12.900000000000002,12.05294117647059,WR,17,0.8470588235294123,1.0,0.8470588235294123
385,385,JTT 4EVR,J.K. Dobbins,6.882352941176471,7.0211764705882365,RB,17,-0.1388235294117654,1.0,-0.1388235294117654
386,386,JTT 4EVR,Lamar Jackson,14.827058823529413,16.764705882352942,QB,17,-1.9376470588235293,1.0,-1.9376470588235293
387,387,JTT 4EVR,Dalton Schultz,4.658823529411764,5.944117647058823,TE,17,-1.2852941176470587,1.0,-1.2852941176470587
388,388,JTT 4EVR,Marquise Brown,11.38823529411765,9.553529411764703,WR,17,1.8347058823529456,1.0,1.8347058823529456
389,389,JTT 4EVR,Buccaneers D/ST,3.8461538461538463,5.15923076923077,D/ST,13,-1.3130769230769237,0.7647058823529411,-1.004117647058824
390,390,JTT 4EVR,Dameon Pierce,12.32941176470588,10.036470588235296,RB,17,2.2929411764705865,1.0,2.2929411764705865
391,391,JTT 4EVR,Tyler Boyd,11.574117647058824,7.282941176470588,WR,17,4.291176470588236,1.0,4.291176470588236
392,392,JTT 4EVR,Jarvis Landry,2.758823529411765,6.551176470588236,WR,17,-3.792352941176471,1.0,-3.792352941176471
393,393,JTT 4EVR,Tyler Bass,7.9411764705882355,7.748823529411766,K,17,0.1923529411764697,1.0,0.1923529411764697
394,394,JTT 4EVR,Jamaal Williams,14.141176470588237,9.043529411764707,RB,17,5.097647058823528,1.0,5.097647058823528
395,395,JTT 4EVR,Trevor Lawrence,15.535,16.7375,QB,4,-1.2025000000000006,0.23529411764705882,-0.28294117647058836
396,396,JTT 4EVR,Tyler Higbee,9.241176470588234,10.51705882352941,TE,17,-1.275882352941176,1.0,-1.275882352941176
397,397,JTT 4EVR,Rondale Moore,7.494117647058824,5.960588235294118,WR,17,1.5335294117647065,1.0,1.5335294117647065
398,398,JTT 4EVR,Deon Jackson,8.791666666666664,4.053333333333334,RB,12,4.738333333333331,0.7058823529411765,3.3447058823529394
399,399,JTT 4EVR,Jets D/ST,3.142857142857143,5.851428571428571,D/ST,7,-2.7085714285714286,0.4117647058823529,-1.1152941176470588
400,400,JTT 4EVR,Andy Dalton,7.06,15.54,QB,1,-8.48,0.058823529411764705,-0.4988235294117647
401,401,JTT 4EVR,Chris Boswell,6.333333333333333,5.343333333333334,K,3,0.9899999999999992,0.17647058823529413,0.17470588235294104
402,402,JTT 4EVR,Tyler Huntley,5.02,16.35,QB,4,-11.330000000000002,0.23529411764705882,-2.665882352941177
